"","sample_me","core","depth","code","lake","dna","lat","lon","weigth_dry_g","weight_accumul_g","sed_rate","date_weight","date_final","how_dated","date_trusted","date_error","C_N_measured_estimated","LoI","carbonate","TOC_percent","TN_percent","X13C_12C","X15N_14N","DDE_2.4","DDE_4.4","DDD_2.4","DDD_4.4","DDT_2.4","DDT_4.4","a.HCH","b.HCH","d.HCH","g.HCH","HCB","TF","Al","As","Ca","Cd","Co","Cr","Cu","Fe","K","Mg","Mn","Mo","Na","Ni","P","Pb","S","Zn","C_N_ratio","S_Fe","LoI_Al","carbonate_Al","TOC_percent_Al","TN_percent_Al","X13C_12C_Al","X15N_14N_Al","DDE_2.4_Al","DDE_4.4_Al","DDD_2.4_Al","DDD_4.4_Al","DDT_2.4_Al","DDT_4.4_Al","a.HCH_Al","b.HCH_Al","d.HCH_Al","g.HCH_Al","HCB_Al","TF_Al","Al_Al","As_Al","Ca_Al","Cd_Al","Co_Al","Cr_Al","Cu_Al","Fe_Al","K_Al","Mg_Al","Mn_Al","Mo_Al","Na_Al","Ni_Al","P_Al","Pb_Al","S_Al","Zn_Al","LoI_Mg","carbonate_Mg","TOC_percent_Mg","TN_percent_Mg","X13C_12C_Mg","X15N_14N_Mg","DDE_2.4_Mg","DDE_4.4_Mg","DDD_2.4_Mg","DDD_4.4_Mg","DDT_2.4_Mg","DDT_4.4_Mg","a.HCH_Mg","b.HCH_Mg","d.HCH_Mg","g.HCH_Mg","HCB_Mg","TF_Mg","Al_Mg","As_Mg","Ca_Mg","Cd_Mg","Co_Mg","Cr_Mg","Cu_Mg","Fe_Mg","K_Mg","Mg_Mg","Mn_Mg","Mo_Mg","Na_Mg","Ni_Mg","P_Mg","Pb_Mg","S_Mg","Zn_Mg","ddt","ddt_Al","ddt_Mg","hch","hch_Al","hch_Mg"
"195","OR02_150","OR02",150,"OR","Oberückersee","OR2.150",13.864672,53.189547,12.77,153.33,8.54,1988,1988,"dated","yes",3,"estimated",8.97,77.32,8.97,0.49,-31,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3189,2.79,263450,0.22,1.13,5.09,11.54,7821,1412,3151,1195,1.91,324.69,4.24,4.44,14,8038,34.52,21.3482521973905,1.78994121011029,0.00281279397930386,0.0242458450925055,0.00281279397930386,0.00015365318281593,-0.00972091564753841,0.00232047663844465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.000874882408278457,82.6121041078708,6.89871433051113e-05,0.000354343054248981,0.00159611163374098,0.0036186892442772,2.45249294449671,0.442772028849169,0.988084038883663,0.3747256193164,0.000598933835058012,0.101815616180621,0.00132957039824396,0.00139228598306679,0.00439009093759799,2.52053935402948,0.0108247099404202,0.00284671532846715,0.0245382418279911,0.00284671532846715,0.000155506188511584,-0.0098381466201206,0.0023484608060933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01205966359886,0.000885433195810854,83.6083782926055,6.98191050460171e-05,0.000358616312281815,0.00161536020311012,0.00366232941923199,2.48206918438591,0.448111710568074,1,0.379244684227229,0.000606156775626785,0.10304347826087,0.00134560456997778,0.00140907648365598,0.00444303395747382,2.55093621072675,0.0109552523008569,0,0,0,0,0,0
"196","OR02_160","OR02",160,"OR","Oberückersee","OR2.160",13.864672,53.189547,14.52,167.84,NA,1987,1987.056702,"intra","yes",NA,"estimated",8.38,73.02,8.38,0.53,-30.96,7.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4785.5,3.78,244875.5,0.31,1.62,7.38,10.92,10795.5,1993,3246.5,1322.5,1.73,327.835,5.475,5.58,18.44,9984.5,45.06,18.4388618609042,1.6107814167333,0.00175112318462021,0.0152585936683732,0.00175112318462021,0.00011075122766691,-0.0064695434123916,0.00153797931250653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.000789886114303626,51.1703061331104,6.47790199561174e-05,0.000338522620415839,0.0015421586041166,0.00228189321909936,2.25587712882666,0.416466408943684,0.678403510604952,0.276355657716017,0.000361508724271236,0.0685059032493992,0.00114408107825724,0.00116602235921011,0.00385330686448647,2.08640685403824,0.00941594399749242,0.00258124133682427,0.0224919143693208,0.00258124133682427,0.00016325273371323,-0.0095364238410596,0.00226705683043277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47404897582011,0.00116433081780379,75.4275373479131,9.54874480209456e-05,0.000498998921915909,0.00227321731095025,0.00336362236254428,3.32527337132296,0.613891883566918,1,0.407361774218389,0.000532881564762051,0.100981056522409,0.00168643154166025,0.00171877406437702,0.00567996303711689,3.07546588633913,0.0138795626058833,0,0,0,0,0,0
"197","OR02_170","OR02",170,"OR","Oberückersee","OR2.170",13.864672,53.189547,16.26,184.1,15.39,1986,1986,"dated","yes",3,"estimated",9.24,68.72,9.24,0.57,-30.92,7.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6382,4.77,226301,0.4,2.11,9.67,10.3,13770,2574,3342,1450,1.55,330.98,6.71,6.72,22.88,11931,55.6,18.9044078016204,1.50902333801133,0.00144782199937324,0.010767784393607,0.00144782199937324,8.93136947665309e-05,-0.00484487621435287,0.00114697586963334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.000747414603572548,35.4592604199311,6.26762770291445e-05,0.000330617361328737,0.00151519899717957,0.00161391413350047,2.1576308367283,0.403321842682545,0.523660294578502,0.227201504230649,0.000242870573487935,0.0518614854277656,0.0010513945471639,0.00105296145408963,0.00358508304606706,1.86947665308681,0.00871200250705108,0.00276481149012567,0.0205625374027528,0.00276481149012567,0.000170556552962298,-0.00925194494314782,0.0021903052064632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.90963494913226,0.00142728904847397,67.7142429682825,0.000119688809096349,0.000631358467983244,0.00289347695990425,0.003081986834231,4.12028725314183,0.770197486535009,1,0.433871932974267,0.000463794135248354,0.0990365050867744,0.00200777977259126,0.00201077199281867,0.00684619988031119,3.57001795332136,0.0166367444643926,0,0,0,0,0,0
"198","OR02_180","OR02",180,"OR","Oberückersee","OR2.180",13.864672,53.189547,15.77,199.87,NA,1984,1983.968101,"intra","yes",NA,"estimated",10.1,68.4625,10.1,0.545,-30.9325,7.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5582.5,4.285,235872,0.395,1.79,8.69,13.99,12168,2278.5,3196.5,1500.5,1.38,326.43,5.995,6.115,23.375,10791,53.88,21.6117946927854,1.54452713469404,0.00180922525750112,0.0122637707120466,0.00180922525750112,9.76265114196149e-05,-0.0055409762651142,0.00131840573219884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.000767577250335871,42.2520376175549,7.0756829377519e-05,0.00032064487236901,0.00155665024630542,0.00250604567845947,2.17966860725481,0.408150470219436,0.572592924317062,0.268786386027765,0.000247201074787282,0.058473802060009,0.00107389162561576,0.00109538737124944,0.0041871921182266,1.93300492610837,0.00965158978952082,0.00315970592835914,0.0214179571406226,0.00315970592835914,0.000170498983262944,-0.00967699045831378,0.00230251837947755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74644142030346,0.0013405287032692,73.7907085875176,0.000123572657594244,0.000559987486313155,0.00271859846707336,0.0043766619740341,3.80666353824496,0.712810886907555,1,0.469419677772564,0.000431722196152041,0.102121069920225,0.00187548881589238,0.00191302987642734,0.00731268575003911,3.37587986860629,0.0168559361801971,0,0,0,0,0,0
"199","OR02_190","OR02",190,"OR","Oberückersee","OR2.190",13.864672,53.189547,15.27,215.14,7.76,1982,1982,"dated","yes",4,"estimated",10.23,68.205,10.23,0.52,-30.945,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4783,3.8,245443,0.39,1.47,7.71,17.68,10566,1983,3051,1551,1.21,321.88,5.28,5.51,23.87,9651,52.16,22.9423685339721,1.5907969889739,0.00213882500522685,0.0142598787371942,0.00213882500522685,0.000108718377587288,-0.00646978883545892,0.00154714614258833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.000794480451599415,51.3157014426092,8.15387831904662e-05,0.000307338490487142,0.0016119590215346,0.0036964248379678,2.20907380305248,0.414593351453063,0.637884173113109,0.324273468534393,0.000252979301693498,0.0672966757265315,0.00110390968011708,0.00115199665481915,0.00499059167886264,2.01777127325946,0.0109052895672172,0.00335299901671583,0.0223549655850541,0.00335299901671583,0.000170435922648312,-0.0101425762045231,0.00242543428384136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56768272697476,0.00124549328089151,80.4467387741724,0.000127826941986234,0.00048180924287119,0.00252704031465093,0.00579482137004261,3.46312684365782,0.649950835791544,1,0.508357915437561,0.000396591281547034,0.105499836119305,0.00173058013765978,0.00180596525729269,0.00782366437233694,3.16322517207473,0.0170960340871845,0,0,0,0,0,0
"200","OR02_200","OR02",200,"OR","Oberückersee","OR2.200",13.864672,53.189547,15.5,230.63,NA,1980,1979.51802,"intra","yes",NA,"estimated",10.36,67.9475,10.36,0.545,-30.9575,7.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5687.5,4.61,233289.5,0.44,1.885,8.975,14.67,12382.5,2323,3165.5,1511.5,1.155,338.985,6.175,6.26,26.705,10945.5,59.38,22.1681379225007,1.53950222060863,0.00182153846153846,0.0119468131868132,0.00182153846153846,9.58241758241758e-05,-0.00544307692307692,0.00130813186813187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.00081054945054945,41.0179340659341,7.73626373626374e-05,0.000331428571428571,0.00157802197802198,0.00257934065934066,2.17714285714286,0.40843956043956,0.556571428571429,0.265758241758242,0.000203076923076923,0.0596017582417582,0.00108571428571429,0.00110065934065934,0.00469538461538462,1.92448351648352,0.0104404395604396,0.00327278471015637,0.0214650134259991,0.00327278471015637,0.000172168693729269,-0.00977965566261254,0.00235033959879956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79671457905544,0.00145632601484758,73.6975201389986,0.00013899857842363,0.000595482546201232,0.00283525509398199,0.00463433896698784,3.91170431211499,0.733849312904754,1,0.477491707471174,0.000364871268362028,0.107087347970305,0.00195071868583162,0.00197757068393619,0.00843626599273416,3.45774759121782,0.0187584899699889,0,0,0,0,0,0
"201","OR02_210","OR02",210,"OR","Oberückersee","OR2.210",13.864672,53.189547,15.72,246.35,6.24,1977,1977,"dated","yes",4,"estimated",10.5,67.69,10.5,0.57,-30.97,7.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6592,5.42,221136,0.49,2.3,10.24,11.66,14199,2663,3280,1472,1.1,356.09,7.07,7.01,29.54,12240,66.6,21.4822815927505,1.50133189012428,0.00159283980582524,0.0102685072815534,0.00159283980582524,8.64684466019417e-05,-0.00469811893203883,0.00113470873786408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.000822208737864078,33.5461165048544,7.43325242718447e-05,0.000348907766990291,0.00155339805825243,0.00176881067961165,2.15397451456311,0.403974514563107,0.497572815533981,0.223300970873786,0.000166868932038835,0.0540185072815534,0.00107251213592233,0.00106341019417476,0.00448118932038835,1.85679611650485,0.0101031553398058,0.00320121951219512,0.0206371951219512,0.00320121951219512,0.000173780487804878,-0.00944207317073171,0.00228048780487805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.00975609756098,0.00165243902439024,67.419512195122,0.000149390243902439,0.000701219512195122,0.0031219512195122,0.00355487804878049,4.32896341463415,0.811890243902439,1,0.448780487804878,0.000335365853658537,0.108564024390244,0.00215548780487805,0.00213719512195122,0.00900609756097561,3.73170731707317,0.0203048780487805,0,0,0,0,0,0
"202","OR02_220","OR02",220,"OR","Oberückersee","OR2.220",13.864672,53.189547,15.86,262.21,NA,1975,1975.021988,"intra","yes",NA,"estimated",10.64,70.955,10.64,0.54,-31.05,7.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5398.5,4.635,232898.5,0.45,1.97,8.595,13.65,11795.5,2222,3142,1394.5,1.29,341.265,6.08,6.005,26.74,10501.5,59.055,22.9780849036531,1.5505580597643,0.00197091784755025,0.0131434657775308,0.00197091784755025,0.000100027785495971,-0.00575159766601834,0.00137445586737057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.000858571825507085,43.141335556173,8.33564879133092e-05,0.000364916180420487,0.00159210891914421,0.00252848013337038,2.18495878484764,0.41159581365194,0.582013522274706,0.258312494211355,0.000238955265351487,0.0632147818838566,0.00112623877002871,0.00111234602204316,0.00495322774844864,1.94526257293693,0.0109391497638233,0.00338637810311903,0.0225827498408657,0.00338637810311903,0.000171865054105665,-0.00988224061107575,0.00236155315085933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71817313812858,0.00147517504774029,74.1242838956079,0.000143220878421388,0.000626989178866964,0.0027355187778485,0.00434436664544876,3.75413749204328,0.707192870782941,1,0.443825588796945,0.000410566518141311,0.1086139401655,0.0019350732017823,0.00191120305537874,0.00851050286441757,3.34229789942712,0.0187953532781668,0,0,0,0,0,0
"203","OR02_230","OR02",230,"OR","Oberückersee","OR2.230",13.864672,53.189547,15.99,278.2,NA,1973,1973.027135,"intra","yes",NA,"estimated",9.935,74.22,9.935,0.51,-31.13,7.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4205,3.85,244661,0.41,1.64,6.95,15.64,9392,1781,3004,1317,1.48,326.44,5.09,5,23.94,8763,51.51,22.7176632204793,1.62497909710657,0.00236266349583829,0.0176504161712247,0.00236266349583829,0.00012128418549346,-0.00740309155766944,0.00175029726516052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.000915576694411415,58.1833531510107,9.75029726516052e-05,0.000390011890606421,0.00165279429250892,0.00371938168846611,2.23353151010702,0.423543400713436,0.714387633769322,0.313198573127229,0.000351961950059453,0.0776313912009512,0.00121046373365042,0.00118906064209275,0.00569322235434007,2.08394768133175,0.0122497027348395,0.00330725699067909,0.0247070572569907,0.00330725699067909,0.000169773635153129,-0.0103628495339547,0.00245006657789614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39980026631158,0.00128162450066578,81.4450732356858,0.000136484687083888,0.000545938748335553,0.00231358189081225,0.00520639147802929,3.12649800266312,0.592876165113182,1,0.438415446071904,0.000492676431424767,0.10866844207723,0.00169440745672437,0.00166444740346205,0.0079693741677763,2.91711051930759,0.017147137150466,0,0,0,0,0,0
"204","OR02_240","OR02",240,"OR","Oberückersee","OR2.240",13.864672,53.189547,16.09,294.29,NA,1971,1971.019805,"intra","yes",NA,"estimated",9.23,73.24,9.23,0.52,-31.2,7.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4736,4.18,244327.5,0.475,1.59,7.42,12.615,10328,2004,3016.5,1473,1.275,332.905,5.33,5.315,27.37,9346.5,57.37,20.6997127633003,1.57610748699479,0.00194890202702703,0.015464527027027,0.00194890202702703,0.000109797297297297,-0.00658783783783784,0.00154244087837838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.000882601351351351,51.5894214527027,0.000100295608108108,0.000335726351351351,0.00156672297297297,0.0026636402027027,2.18074324324324,0.423141891891892,0.636929898648649,0.311021959459459,0.000269214527027027,0.0702924408783784,0.0011254222972973,0.00112225506756757,0.00577913851351351,1.97350084459459,0.012113597972973,0.00305983756008619,0.0242797944637825,0.00305983756008619,0.000172385214652743,-0.0103431128791646,0.00242168075584286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57003149345268,0.00138571191778551,80.9970164097464,0.000157467263384717,0.00052710094480358,0.00245980440908337,0.00418199900546992,3.42383557102602,0.664346096469418,1,0.488314271506713,0.000422675285927399,0.110361345930714,0.00176694845019062,0.00176197579976794,0.00907342947124151,3.09845847836897,0.0190187303165921,0,0,0,0,0,0
"205","OR02_250","OR02",250,"OR","Oberückersee","OR2.250",13.864672,53.189547,16.19,310.48,8.02,1969,1969,"dated","yes",5,"estimated",9.44,72.26,9.44,0.53,-31.27,7.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5267,4.51,243994,0.54,1.54,7.89,9.59,11264,2227,3029,1629,1.07,339.37,5.57,5.63,30.8,9930,63.23,20.7712238624029,1.53535800526806,0.00179229162711221,0.0137193848490602,0.00179229162711221,0.000100626542623885,-0.00593696601480919,0.00137649515853427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.000856274919308904,46.3250427188153,0.000102525156635656,0.000292386557812797,0.00149800645528764,0.00182077083728878,2.13859882285931,0.422821340421492,0.575090184165559,0.309284222517562,0.000203151699259541,0.0644332637174862,0.00105752800455667,0.0010689196886273,0.00584773115625593,1.88532371368901,0.0120049363964306,0.00311654011224827,0.0238560581049851,0.00311654011224827,0.000174975239352922,-0.0103235391218224,0.00239352921756355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73885770881479,0.00148894024430505,80.5526576427864,0.000178276658963354,0.000508418620006603,0.00260482007263123,0.00316606140640475,3.71871904919115,0.735226147243315,1,0.537801254539452,0.000353251898316276,0.112040277319247,0.00183889072301089,0.00185869924067349,0.0101683724001321,3.27830967315946,0.0208748761967646,0,0,0,0,0,0
"206","OR02_260","OR02",260,"OR","Oberückersee","OR2.260",13.864672,53.189547,15.46,325.93,NA,1967,1966.951284,"intra","yes",NA,"estimated",9.65,70.33,9.65,0.54,-31.25,7.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6011,5.31,234330.5,0.59,1.755,8.93,9.555,13941.5,2513.5,3036.5,1695,0.995,343.995,6.495,6.575,33.185,11977.5,68.095,20.8400864022794,1.4962691696534,0.00160539011811679,0.0117002162701714,0.00160539011811679,8.98353019464315e-05,-0.00519880219597405,0.00121527200133089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.00088338046913991,38.9836133754783,9.815338545999e-05,0.000291964731325902,0.00148560971552154,0.00158958575944102,2.31933122608551,0.418150058226585,0.505157211778406,0.281983031109632,0.000165529861919814,0.057227582764931,0.00108051904841125,0.00109382798203294,0.00552071202794876,1.99259690567293,0.0113283979371153,0.00317800098797958,0.023161534661617,0.00317800098797958,0.000177836324715956,-0.0102914539766178,0.00240573028157418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97958175531039,0.0017487238597069,77.1712497941709,0.000194302651078544,0.000577968055326857,0.00294088588835831,0.00314671496789066,4.59130577968055,0.827762226247324,1,0.55820846369175,0.000327679894615511,0.113286678741973,0.00213897579450025,0.00216532191668039,0.01092870080685,3.94450848015808,0.0224254898732093,0,0,0,0,0,0
"207","OR02_270","OR02",270,"OR","Oberückersee","OR2.270",13.864672,53.189547,14.72,340.65,7.54,1965,1965,"dated","yes",4,"estimated",9.95,68.4,9.95,0.55,-31.23,7.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6755,6.11,224667,0.64,1.97,9.97,9.52,16619,2800,3044,1761,0.92,348.62,7.42,7.52,35.57,14025,72.96,21.0972744681012,1.46977559938061,0.00147298297557365,0.0101258327165063,0.00147298297557365,8.14211695040711e-05,-0.00462324204293116,0.00108956328645448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.000904515173945226,33.259363434493,9.47446336047372e-05,0.000291635825314582,0.0014759437453738,0.00140932642487047,2.46025166543301,0.414507772020725,0.450629163582531,0.260695780903035,0.00013619541080681,0.0516091783863805,0.00109844559585492,0.00111324944485566,0.00526572908956329,2.07623982235381,0.01080088823094,0.00326872536136662,0.0224704336399474,0.00326872536136662,0.000180683311432326,-0.0102595269382392,0.00241787122207622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21911957950066,0.00200722733245729,73.8065045992116,0.000210249671484888,0.000647174770039422,0.00327529566360053,0.00312746386333771,5.4595926412615,0.919842312746386,1,0.578515111695138,0.000302233902759527,0.114526938239159,0.00243758212877792,0.00247043363994744,0.0116852825229961,4.60742444152431,0.0239684625492773,0,0,0,0,0,0
"208","OR02_280","OR02",280,"OR","Oberückersee","OR2.280",13.864672,53.189547,13.47,354.12,NA,1962,1961.854029,"intra","yes",NA,"estimated",10.25,67.04,10.25,0.56,-31.235,7.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6831,6.045,218720,0.665,2.085,10.12,10.45,15670,2831,2999,1762,0.995,346.01,10.05,9.995,35.72,12674.5,74.91,21.345277245858,1.40868824403525,0.00150051237007759,0.00981408285756112,0.00150051237007759,8.1979212413995e-05,-0.00457253696384131,0.0010518225735617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.000884936319718928,32.0187381056946,9.73503147416191e-05,0.000305226174791392,0.00148148148148148,0.00152979066022544,2.29395403308447,0.414434197042893,0.439027960767091,0.257941736202606,0.00014565949348558,0.0506529058702972,0.00147123407992973,0.00146318255013907,0.00522910262040697,1.85543844239496,0.0109661835748792,0.00341780593531177,0.0223541180393465,0.00341780593531177,0.000186728909636546,-0.0104151383794598,0.00239579859953318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27775925308436,0.00201567189063021,72.9309769923308,0.000221740580193398,0.000695231743914638,0.00337445815271757,0.00348449483161054,5.22507502500834,0.943981327109036,1,0.587529176392131,0.000331777259086362,0.115375125041681,0.003351117039013,0.00333277759253084,0.0119106368789597,4.22624208069356,0.0249783261087029,0,0,0,0,0,0
"209","OR02_290","OR02",290,"OR","Oberückersee","OR2.290",13.864672,53.189547,12.22,366.34,4.28,1959,1959,"dated","yes",5,"estimated",9.875,65.68,9.875,0.57,-31.24,7.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6907,5.98,212773,0.69,2.2,10.27,11.38,14721,2862,2954,1763,1.07,343.4,12.68,12.47,35.87,11324,76.86,20.2035743550868,1.33972480687172,0.00142970899087882,0.00950919357173882,0.00142970899087882,8.2524974663385e-05,-0.00452294773418271,0.00101491240770233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.000865788330679021,30.8054147965832,9.98986535398871e-05,0.000318517446069205,0.00148689735051397,0.00164760388012162,2.13131605617489,0.414362241204575,0.42768206167656,0.255248298827277,0.000154915303315477,0.0497176777182568,0.00183581873461706,0.00180541479658318,0.00519328217750109,1.63949616331258,0.0111278413203996,0.00334292484766418,0.0222342586323629,0.00334292484766418,0.000192958700067705,-0.010575490859851,0.00237305348679756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33818551117129,0.00202437373053487,72.0287745429926,0.000233581584292485,0.000744752877454299,0.00347664184157075,0.00385240352064997,4.98341232227488,0.968855788761002,1,0.596817874069059,0.000362220717670955,0.116249153689912,0.00429248476641842,0.00422139471902505,0.0121428571428571,3.8334461746784,0.0260189573459716,0,0,0,0,0,0
"210","OR02_300","OR02",300,"OR","Oberückersee","OR2.300",13.864672,53.189547,12.41,378.75,NA,1956,1956.10835,"intra","yes",NA,"estimated",9.5,67.52,9.5,0.595,-31.085,7.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6768,5.61,219828,0.765,2.26,10.07,13.445,14590,2891,3071,1804.5,0.985,365.87,9.51,9.4,36.59,11432,80.44,18.6196966506193,1.36464590057443,0.00140366430260047,0.00997635933806147,0.00140366430260047,8.79137115839243e-05,-0.00459293735224586,0.00104240543735225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.000828900709219858,32.4804964539007,0.000113031914893617,0.000333924349881797,0.0014878841607565,0.00198655437352246,2.15573286052009,0.427157210401891,0.453752955082742,0.266622340425532,0.000145537825059102,0.0540588061465721,0.00140514184397163,0.00138888888888889,0.00540632387706856,1.68912529550827,0.0118853427895981,0.00309345490068382,0.0219863236730707,0.00309345490068382,0.000193747964832302,-0.0101221100618691,0.0022972972972973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.20384239661348,0.00182676652556171,71.5818951481602,0.00024910452621296,0.000735916639531097,0.00327906219472485,0.00437805275154673,4.75089547378704,0.941387170302833,1,0.5875936177141,0.000320742429176164,0.119137088896125,0.00309671116900033,0.00306089221751872,0.0119146857701075,3.72256593943341,0.0261934223380006,0,0,0,0,0,0
"211","OR02_310","OR02",310,"OR","Oberückersee","OR2.310",13.864672,53.189547,12.6,391.35,NA,1953,1953.172427,"intra","yes",NA,"estimated",9.93,69.36,9.93,0.62,-30.93,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6629,5.24,226883,0.84,2.32,9.87,15.51,14459,2920,3188,1846,0.9,388.34,6.34,6.33,37.31,11540,84.02,18.6777053829688,1.39001856952786,0.00149796349373963,0.0104631166088399,0.00149796349373963,9.35284356614874e-05,-0.00466586212098356,0.00107105144063961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.000790466133655152,34.2258259164278,0.000126715945089757,0.000349977372152663,0.00148891235480465,0.00233971941469302,2.18117363101524,0.440488761502489,0.480917182078745,0.2784733745663,0.00013576708402474,0.0585819882335194,0.0009564036807965,0.00095489515764067,0.00562829989440338,1.74083572182833,0.0126746115552874,0.00311480552070263,0.0217565872020075,0.00311480552070263,0.000194479297365119,-0.00970200752823087,0.00222710163111669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07936010037641,0.00164366373902133,71.1678168130489,0.000263488080301129,0.000727728983688833,0.00309598494353827,0.00486511919698871,4.53544542032622,0.915934755332497,1,0.579046424090339,0.000282308657465496,0.121813048933501,0.00198870765370138,0.00198557089084065,0.0117032622333752,3.6198243412798,0.0263550815558344,0,0,0,0,0,0
"212","OR02_320","OR02",320,"OR","Oberückersee","OR2.320",13.864672,53.189547,13.03,404.38,NA,1950,1950.136311,"intra","yes",NA,"estimated",10.36,70.48,10.36,0.605,-30.92,7.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6245,5.085,228652.5,0.82,2.1,9.195,12.65,13787.5,2696.5,3187.5,1787,1.14,380.41,6.015,6,36.025,10798.5,80.185,19.9696449053932,1.36405209895641,0.00165892714171337,0.0112858286629303,0.00165892714171337,9.68775020016013e-05,-0.00495116092874299,0.00114571657325861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.000814251401120897,36.6136909527622,0.000131305044035228,0.00033626901521217,0.00147237790232186,0.00202562049639712,2.20776621297038,0.431785428342674,0.510408326661329,0.286148919135308,0.000182546036829464,0.0609143314651721,0.000963170536429143,0.000960768614891914,0.00576861489191353,1.72914331465172,0.012839871897518,0.00325019607843137,0.0221113725490196,0.00325019607843137,0.000189803921568627,-0.00970039215686275,0.00224470588235294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95921568627451,0.00159529411764706,71.7341176470588,0.000257254901960784,0.000658823529411765,0.00288470588235294,0.00396862745098039,4.32549019607843,0.845960784313725,1,0.560627450980392,0.000357647058823529,0.11934431372549,0.00188705882352941,0.00188235294117647,0.0113019607843137,3.38776470588235,0.0251560784313726,0,0,0,0,0,0
