"","sample_me","core","depth","code","lake","dna","lat","lon","weigth_dry_g","weight_accumul_g","sed_rate","date_weight","date_final","how_dated","date_trusted","date_error","C_N_measured_estimated","LoI","carbonate","TOC_percent","TN_percent","X13C_12C","X15N_14N","DDE_2.4","DDE_4.4","DDD_2.4","DDD_4.4","DDT_2.4","DDT_4.4","a.HCH","b.HCH","d.HCH","g.HCH","HCB","TF","Al","As","Ca","Cd","Co","Cr","Cu","Fe","K","Mg","Mn","Mo","Na","Ni","P","Pb","S","Zn","C_N_ratio","S_Fe","LoI_Al","carbonate_Al","TOC_percent_Al","TN_percent_Al","X13C_12C_Al","X15N_14N_Al","DDE_2.4_Al","DDE_4.4_Al","DDD_2.4_Al","DDD_4.4_Al","DDT_2.4_Al","DDT_4.4_Al","a.HCH_Al","b.HCH_Al","d.HCH_Al","g.HCH_Al","HCB_Al","TF_Al","Al_Al","As_Al","Ca_Al","Cd_Al","Co_Al","Cr_Al","Cu_Al","Fe_Al","K_Al","Mg_Al","Mn_Al","Mo_Al","Na_Al","Ni_Al","P_Al","Pb_Al","S_Al","Zn_Al","LoI_Mg","carbonate_Mg","TOC_percent_Mg","TN_percent_Mg","X13C_12C_Mg","X15N_14N_Mg","DDE_2.4_Mg","DDE_4.4_Mg","DDD_2.4_Mg","DDD_4.4_Mg","DDT_2.4_Mg","DDT_4.4_Mg","a.HCH_Mg","b.HCH_Mg","d.HCH_Mg","g.HCH_Mg","HCB_Mg","TF_Mg","Al_Mg","As_Mg","Ca_Mg","Cd_Mg","Co_Mg","Cr_Mg","Cu_Mg","Fe_Mg","K_Mg","Mg_Mg","Mn_Mg","Mo_Mg","Na_Mg","Ni_Mg","P_Mg","Pb_Mg","S_Mg","Zn_Mg","ddt","ddt_Al","ddt_Mg","hch","hch_Al","hch_Mg"
"51","AR02_510","AR02",510,"AR","Arendsee","AR1.510",11.460285,52.888519,8.03,422.45,NA,1904,1914.69397,"dated","yes",NA,"measured",20.725,32.38,10.8,1.09,-27,4.8,0,0,0,0,0,0,0,0,0,0,0,0,16995,16.35,35999,0.24,6.61,24.57,29.64,35139,3177,2645,860,1.05,246.11,18.22,2105.4,41.81,7709,59.43,11.5548209248556,0.382086504711832,0.0012194763165637,0.00190526625478082,0.000635481023830538,6.41365107384525e-05,-0.00158870255957635,0.00028243601059135,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000962047661076787,2.11821123859959,1.41218005295675e-05,0.000388937922918505,0.00144571932921447,0.00174404236540159,2.0676081200353,0.18693733451015,0.155634010002942,0.0506031185642836,6.17828773168579e-05,0.0144813180347161,0.00107208002353633,0.123883495145631,0.00246013533392174,0.453604001176817,0.00349691085613416,0.00783553875236295,0.012241965973535,0.00408317580340265,0.000412098298676749,-0.0102079395085066,0.00181474480151229,0,0,0,0,0,0,0,0,0,0,0,0,6.42533081285444,0.00618147448015123,13.6102079395085,9.07372400756144e-05,0.00249905482041588,0.00928922495274102,0.0112060491493384,13.2850661625709,1.20113421550095,1,0.325141776937618,0.000396975425330813,0.0930472589792061,0.00688846880907372,0.795992438563327,0.0158071833648393,2.91455576559546,0.022468809073724,0,0,0,0,0,0
"52","AR02_520","AR02",520,"AR","Arendsee","AR1.520",11.460285,52.888519,8.58,431.03,NA,1903,1912.705277,"extra","yes",NA,"measured",18.06,33.425,10.5,1.1275,-26.925,4.9,0,0,0,0,0,0,0,0,0,0,0,0,16302,14.6,48389.5,0.245,5.445,23.745,23.94,34560,3103.5,2688.5,1021,0.755,228.995,17.085,2642.595,38.1,6753,56.205,10.8602221799271,0.340311062490254,0.00110783952889216,0.00205036191878297,0.000644092749355907,6.91632928475034e-05,-0.00165163783584836,0.00030057661636609,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000895595632437738,2.96831677094835,1.50288308183045e-05,0.000334008097165992,0.00145656974604343,0.00146853146853147,2.11998527788001,0.190375414059625,0.164918414918415,0.0626303521040363,4.631333578702e-05,0.0140470494417863,0.00104803091645197,0.162102502760398,0.00233713654766286,0.414243651085756,0.00344773647405226,0.00671750046494328,0.0124325832248466,0.00390552352612981,0.000419378835782035,-0.0100148781848614,0.00182257764552725,0,0,0,0,0,0,0,0,0,0,0,0,6.06360424028269,0.00543053747442812,17.9986981588246,9.11288822763623e-05,0.00202529291426446,0.00883206248837642,0.00890459363957597,12.8547517202901,1.15436116793751,1,0.379765668588432,0.00028082573925981,0.0851757485586758,0.00635484470894551,0.982925423098382,0.0141714710805282,2.51180955923377,0.0209057095034406,0,0,0,0,0,0
"53","AR02_530","AR02",530,"AR","Arendsee","AR1.530",11.460285,52.888519,9.13,440.16,NA,1902,1910.716583,"extra","yes",NA,"measured",18.24,34.47,10.2,1.165,-26.85,5,0,0,0,0,0,0,0,0,0,0,0,0,15609,12.85,60780,0.25,4.28,22.92,18.24,33981,3030,2732,1182,0.46,211.88,15.95,3179.79,34.39,5797,52.98,10.2103400923974,0.297112002302972,0.00116855660196041,0.00220834134153373,0.00065346915241207,7.46364277019668e-05,-0.00172016144532001,0.00032032801588827,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000823243000832853,3.89390736113781,1.60164007944135e-05,0.000274200781600359,0.00146838362483183,0.00116855660196041,2.17701326157986,0.194118777628291,0.175027227881351,0.0757255429559869,2.94701774617208e-05,0.0135742200012813,0.00102184637068358,0.203715164328272,0.00220321609327952,0.37138830162086,0.0033941956563521,0.00667642752562226,0.0126171303074671,0.00373352855051244,0.000426427525622255,-0.00982796486090776,0.00183016105417277,0,0,0,0,0,0,0,0,0,0,0,0,5.71339677891654,0.00470351390922401,22.2474377745242,9.15080527086384e-05,0.00156661786237189,0.00838945827232796,0.00667642752562225,12.438140556369,1.1090775988287,1,0.432650073206442,0.000168374816983895,0.0775549048316252,0.00583821376281113,1.1639055636896,0.0125878477306003,2.12188872620791,0.0193923865300146,0,0,0,0,0,0
"54","AR02_540","AR02",540,"AR","Arendsee","AR1.540",11.460285,52.888519,9.03,449.19,NA,1900,1908.72789,"extra","yes",NA,"measured",18.42,35.515,9.9,1.2025,-26.775,5.1,0,0,0,0,0,0,0,0,0,0,0,0,15258,12.99,61484,0.27,4.635,22.625,23.735,34052,2958,2731.5,1288,0.585,213.355,16.05,3895.31,35.23,5720.5,57.22,9.60099119120017,0.292579852235789,0.00120723554856469,0.00232763140647529,0.00064883995281164,7.88111154804037e-05,-0.00175481714510421,0.000334250884781754,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000851356665355879,4.02962380390615,1.76956350766811e-05,0.000303775068816359,0.0014828286800367,0.00155557740201861,2.23174728011535,0.193865513173417,0.179020841525757,0.0844147332546861,3.83405426661424e-05,0.0139831563769826,0.00105190719622493,0.255296238039061,0.00230895268056102,0.374918075763534,0.00375016384847293,0.00674354750137287,0.0130020135456709,0.00362438220757825,0.000440234303496248,-0.00980230642504119,0.00186710598572213,0,0,0,0,0,0,0,0,0,0,0,0,5.58594179022515,0.00475562877539813,22.5092440051254,9.88467874794069e-05,0.00169686985172982,0.00828299469156141,0.00868936481786564,12.4664103972176,1.08292147171884,1,0.47153578619806,0.000214168039538715,0.0781090975654402,0.00587589236683141,1.42606992494966,0.0128976752699982,2.09427054731832,0.0209481969613765,0,0,0,0,0,0
"55","AR02_550","AR02",550,"AR","Arendsee","AR1.550",11.460285,52.888519,8.93,458.12,NA,1899,1906.739196,"extra","no",NA,"measured",17.51,36.56,9.6,1.24,-26.7,5.2,0,0,0,0,0,0,0,0,0,0,0,0,14907,13.13,62188,0.29,4.99,22.33,29.23,34123,2886,2731,1394,0.71,214.83,16.15,4610.83,36.07,5644,61.46,9.02849807031726,0.288066562330653,0.0011746159522372,0.00245253907560207,0.000643992755081505,8.31823975313611e-05,-0.00179110485007044,0.000348829409002482,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000880794257731267,4.17173140135507,1.94539478097538e-05,0.000334742067485074,0.00149795398135104,0.00196082377406588,2.28905883142148,0.193600321996378,0.183202522304957,0.0935131146441269,4.76286308445697e-05,0.0144113503723083,0.00108338364526732,0.309306366136714,0.00241966861206145,0.378614073925002,0.00412289528409472,0.00641157085316734,0.0133870377151227,0.00351519589893812,0.000454046136946174,-0.00977663859392164,0.00190406444525815,0,0,0,0,0,0,0,0,0,0,0,0,5.45844013181985,0.00480776272427682,22.7711461003295,0.000106188209447089,0.00182716953496888,0.00817649212742585,0.0107030391797876,12.4946905895276,1.05675576711827,1,0.510435737824973,0.000259978030025632,0.0786634932259246,0.00591358476748444,1.688330281948,0.013207616257781,2.06664225558404,0.0225045770779934,0,0,0,0,0,0
"56","AR02_560","AR02",560,"AR","Arendsee","AR1.560",11.460285,52.888519,9.69,467.81,NA,1897,1904.750503,"extra","no",NA,"measured",16.6,37.4925,9.425,1.0925,-26.725,5.275,0,0,0,0,0,0,0,0,0,0,0,0,14819,12.675,69584.5,0.295,5.15,22.085,24.425,30736.5,2932,2768,1171,0.62,209.295,15.835,3792.78,35.4,5614.5,60.605,10.0606461620707,0.318133735398798,0.00112018354814765,0.00253002901680275,0.00063600782778865,7.3722923274175e-05,-0.00180342803158108,0.000355961940751738,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000855320871853701,4.69562723530603,1.99068763074431e-05,0.000347526823672313,0.00149031648559282,0.00164822187731966,2.07412780889399,0.197854106214994,0.186787232606789,0.079020176800054,4.18381807139483e-05,0.0141234226331061,0.00106856063162157,0.255940346852014,0.00238882515689318,0.378871718739456,0.00408968216478845,0.0059971098265896,0.0135449783236994,0.00340498554913295,0.000394689306358382,-0.00965498554913295,0.00190570809248555,0,0,0,0,0,0,0,0,0,0,0,0,5.35368497109827,0.00457911849710983,25.1389089595376,0.000106575144508671,0.00186054913294798,0.00797868497109827,0.00882406069364162,11.1042268786127,1.05924855491329,1,0.423049132947977,0.000223988439306358,0.0756123554913295,0.00572073699421965,1.37022398843931,0.0127890173410405,2.0283598265896,0.0218948699421965,0,0,0,0,0,0
"57","AR02_570","AR02",570,"AR","Arendsee","AR1.570",11.460285,52.888519,10.45,478.26,NA,1896,1902.761809,"extra","no",NA,"measured",17.835,38.425,9.25,0.945,-26.75,5.35,0,0,0,0,0,0,0,0,0,0,0,0,14731,12.22,76981,0.3,5.31,21.84,19.62,27350,2978,2805,948,0.53,203.76,15.52,2974.73,34.73,5585,59.75,11.4149992136838,0.355646793775555,0.00121071210372683,0.00260844477632204,0.00062792749983029,6.41504310637431e-05,-0.00181589844545516,0.000363179689091032,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00082954314031634,5.22578236372276,2.03652162107121e-05,0.000360464326929604,0.00148258774013984,0.00133188514018057,1.85662887787659,0.202158712918335,0.190414771570158,0.0643540832258502,3.59785486389247e-05,0.0138320548503157,0.00105356051863417,0.201936732061639,0.0023576131966601,0.379132441789424,0.00405607222863349,0.00635828877005348,0.013698752228164,0.00329768270944742,0.000336898395721925,-0.00953654188948307,0.00190730837789661,0,0,0,0,0,0,0,0,0,0,0,0,5.25169340463458,0.00435650623885918,27.4442067736185,0.000106951871657754,0.00189304812834225,0.00778609625668449,0.00699465240641711,9.75044563279857,1.06167557932264,1,0.337967914438503,0.000188948306595365,0.0726417112299465,0.00553297682709447,1.06050980392157,0.0123814616755793,1.99108734402852,0.021301247771836,0,0,0,0,0,0
"58","AR02_580","AR02",580,"AR","Arendsee","AR1.580",11.460285,52.888519,10.11,488.37,NA,1894,1900.773116,"extra","no",NA,"measured",19.07,39.3575,9.075,0.7975,-26.775,5.425,0,0,0,0,0,0,0,0,0,0,0,0,15585,13.625,83593.5,0.37,5.385,22.215,20.03,29134.5,3315,2868,1096.5,0.425,217.47,15.725,3501.575,38.18,6394.5,64.225,13.270335525768,0.382254030655614,0.00122361244786654,0.00252534488290022,0.000582290664100096,5.11709977542509e-05,-0.00171799807507218,0.00034809111324992,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000874238049406481,5.36371511068335,2.37407763875521e-05,0.000345524542829644,0.00142540904716073,0.00128521013795316,1.86939364773821,0.212704523580366,0.184023099133782,0.0703561116458133,2.72698107154315e-05,0.013953801732435,0.00100898299647097,0.22467597048444,0.00244979146615335,0.410298363811357,0.0041209496310555,0.00664923291492329,0.0137229776847978,0.00316422594142259,0.000278068340306834,-0.0093357740585774,0.00189156206415621,0,0,0,0,0,0,0,0,0,0,0,0,5.43410041841004,0.00475069735006974,29.1469665271967,0.000129009762900976,0.00187761506276151,0.00774581589958159,0.0069839609483961,10.1584728033473,1.15585774058577,1,0.382322175732218,0.000148186889818689,0.075826359832636,0.00548291492329149,1.22091178521618,0.0133124128312413,2.22960251046025,0.0223936541143654,0,0,0,0,0,0
"59","AR02_590","AR02",590,"AR","Arendsee","AR1.590",11.460285,52.888519,9.77,498.14,NA,1892,1898.784422,"extra","no",NA,"measured",18.22,40.29,8.9,0.65,-26.8,5.5,0,0,0,0,0,0,0,0,0,0,0,0,16439,15.03,90206,0.44,5.46,22.59,20.44,30919,3652,2931,1245,0.32,231.18,15.93,4028.42,41.63,7204,68.7,15.9677090871829,0.40578997711797,0.001108339923353,0.00245087900723888,0.000541395462011071,3.95401180120445e-05,-0.00163026948111199,0.000334570229332684,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000914289190340045,5.48731674676075,2.67656183466148e-05,0.000332136991301174,0.00137417117829552,0.00124338463410183,1.88083216740678,0.222154632276902,0.178295516758927,0.0757345337307622,1.94659042520835e-05,0.0140628992031145,0.00096903704604903,0.245052618772431,0.00253239248129448,0.438226169475029,0.00417908631911917,0.00621630842715797,0.0137461617195496,0.00303650631183896,0.000221767314909587,-0.00914363698396452,0.00187649266461958,0,0,0,0,0,0,0,0,0,0,0,0,5.6086659843057,0.00512794268167861,30.776526782668,0.000150119413169567,0.00186284544524053,0.00770726714431934,0.00697372910269533,10.5489593995223,1.2459911293074,1,0.424769703172979,0.000109177755032412,0.0788741044012282,0.00543500511770727,1.37441828727397,0.0142033435687479,2.45786421016718,0.023439099283521,0,0,0,0,0,0
"60","AR02_600","AR02",600,"AR","Arendsee","AR1.600",11.460285,52.888519,NA,NA,NA,NA,1896.795729,"extra","no",NA,"measured",17.37,40.29,8.9,0.65,-26.8,5.5,0,0,0,0,0,0,0,0,0,0,0,0,16439,15.03,90206,0.44,5.46,22.59,20.44,30919,3652,2931,1245,0.32,231.18,15.93,4028.42,41.63,7204,68.7,15.9677090871829,0.40578997711797,0.00105663361518341,0.00245087900723888,0.000541395462011071,3.95401180120445e-05,-0.00163026948111199,0.000334570229332684,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000914289190340045,5.48731674676075,2.67656183466148e-05,0.000332136991301174,0.00137417117829552,0.00124338463410183,1.88083216740678,0.222154632276902,0.178295516758927,0.0757345337307622,1.94659042520835e-05,0.0140628992031145,0.00096903704604903,0.245052618772431,0.00253239248129448,0.438226169475029,0.00417908631911917,0.00592630501535312,0.0137461617195496,0.00303650631183896,0.000221767314909587,-0.00914363698396452,0.00187649266461958,0,0,0,0,0,0,0,0,0,0,0,0,5.6086659843057,0.00512794268167861,30.776526782668,0.000150119413169567,0.00186284544524053,0.00770726714431934,0.00697372910269533,10.5489593995223,1.2459911293074,1,0.424769703172979,0.000109177755032412,0.0788741044012282,0.00543500511770727,1.37441828727397,0.0142033435687479,2.45786421016718,0.023439099283521,0,0,0,0,0,0
"61","BL02_005","BL02",5,"BL","Breiter Luzin","BL1.005",13.46374,53.354081,1.12,0.56,NA,2013,2014.4,"intra","yes",0,"measured",20.21,58.67,9.8,1.6,-32.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1606,4.25,195979,0.25,0.58,2.88,9.15,6565,898.03,2037,1702,3.4,208.56,3.22,1141,12.46,4465,33.6,7.14285862958954,1.18451287007577,0.0125840597758406,0.0365317559153176,0.00610211706102117,0.00099626400996264,-0.0201120797011208,0.000186799501867995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.00264632627646326,122.029265255293,0.000155666251556663,0.000361145703611457,0.00179327521793275,0.00569738480697385,4.08779576587796,0.559171855541719,1.26836861768369,1.05977584059776,0.00211706102117061,0.12986301369863,0.00200498132004981,0.710460772104608,0.00775840597758406,2.78019925280199,0.0209215442092154,0.00992145311732941,0.0288021600392734,0.00481099656357388,0.00078546882670594,-0.0158566519391262,0.000147275405007364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.788414334806087,0.00208640157093765,96.2096219931271,0.000122729504172803,0.000284732449680903,0.00141384388807069,0.0044918998527246,3.22287677957781,0.44085910652921,1,0.835542464408444,0.00166912125675012,0.102385861561119,0.0015807560137457,0.560137457044674,0.00611683848797251,2.19194894452626,0.0164948453608247,0,0,0,0,0,0
"62","BL02_010","BL02",10,"BL","Breiter Luzin","BL1.010",13.46374,53.354081,1.65,1.39,NA,2012,2013,"intra","yes",NA,"measured",20.21,59.3875,10.175,1.4275,-32.3,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1606,4.25,195979,0.25,0.58,2.88,9.15,6565,898.03,2037,1702,3.4,208.56,3.22,1141,12.46,4465,33.6,8.31235844667199,1.18451287007577,0.0125840597758406,0.0369785180572852,0.00633561643835617,0.000888854296388543,-0.0201120797011208,0.000404732254047322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.00264632627646326,122.029265255293,0.000155666251556663,0.000361145703611457,0.00179327521793275,0.00569738480697385,4.08779576587796,0.559171855541719,1.26836861768369,1.05977584059776,0.00211706102117061,0.12986301369863,0.00200498132004981,0.710460772104608,0.00775840597758406,2.78019925280199,0.0209215442092154,0.00992145311732941,0.0291543937162494,0.00499509081983309,0.000700785468826706,-0.0158566519391262,0.000319096710849288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.788414334806087,0.00208640157093765,96.2096219931271,0.000122729504172803,0.000284732449680903,0.00141384388807069,0.0044918998527246,3.22287677957781,0.44085910652921,1,0.835542464408444,0.00166912125675012,0.102385861561119,0.0015807560137457,0.560137457044674,0.00611683848797251,2.19194894452626,0.0164948453608247,0,0,0,0,0,0
"63","BL02_015","BL02",15,"BL","Breiter Luzin","BL1.015",13.46374,53.354081,1.81,2.29,NA,2010,2011.6,"intra","yes",NA,"measured",19.32,60.105,10.55,1.255,-32.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1671,4.535,196776.5,0.24,0.52,2.875,8.18,7138,891.535,2070.5,1893.5,3.445,204.285,3.32,1142,13.185,4519.5,37.045,9.80335422940658,1.1027241811505,0.0115619389587074,0.0359694793536804,0.00631358467983244,0.000751047277079593,-0.0193297426690604,0.000598444045481747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.00271394374625972,117.759724715739,0.000143626570915619,0.000311190903650509,0.00172052663076002,0.00489527229204069,4.27169359664871,0.53353381208857,1.23907839616996,1.13315380011969,0.00206163973668462,0.122253141831239,0.0019868342309994,0.683423099940156,0.00789048473967684,2.70466786355476,0.0221693596648713,0.00933107944940836,0.0290292199951703,0.00509538758753924,0.000606133784110118,-0.0156000965950254,0.000482975126780971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.807051436851002,0.0021902921999517,95.0381550350157,0.000115914030427433,0.000251147065926105,0.00138855348949529,0.00395073653706834,3.44747645496257,0.430589229654673,1,0.914513402559768,0.00166384931176044,0.0986645737744506,0.00160347742091282,0.551557594783869,0.0063680270466071,2.1828060854866,0.0178918135716011,0,0,0,0,0,0
"64","BL02_020","BL02",20,"BL","Breiter Luzin","BL1.020",13.46374,53.354081,1.97,3.28,NA,2009,2010.2,"intra","yes",NA,"measured",18.43,60.8225,10.925,1.0825,-32.3,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1736,4.82,197574,0.23,0.46,2.87,7.21,7711,885.04,2104,2085,3.49,200.01,3.42,1143,13.91,4574,40.49,11.7695403539827,1.03309083362172,0.0106163594470046,0.0350360023041475,0.00629320276497696,0.000623559907834101,-0.0186059907834101,0.000777649769585253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.00277649769585253,113.809907834101,0.000132488479262673,0.000264976958525346,0.00165322580645161,0.00415322580645161,4.4418202764977,0.509815668202765,1.21198156682028,1.20103686635945,0.00201036866359447,0.115213133640553,0.00197004608294931,0.658410138248848,0.00801267281105991,2.63479262672811,0.023323732718894,0.00875950570342205,0.0289080323193916,0.00519249049429658,0.000514496197718631,-0.015351711026616,0.000641634980988593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82509505703422,0.00229087452471483,93.9039923954373,0.000109315589353612,0.000218631178707224,0.00136406844106464,0.00342680608365019,3.66492395437262,0.4206463878327,1,0.990969581749049,0.00165874524714829,0.0950617870722433,0.0016254752851711,0.543250950570342,0.00661121673003802,2.17395437262357,0.0192442965779468,0,0,0,0,0,0
"65","BL02_025","BL02",25,"BL","Breiter Luzin","BL1.025",13.46374,53.354081,2.03,4.29,0.62,2007,2008.8,"dated","yes",3,"measured",17.23,61.54,11.3,0.91,-32.3,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995.5,4.975,203128,0.26,0.73,3.39,8.885,7939,947.715,2225.5,1766,3.72,198.82,3.66,1099.5,15.055,5152,41.525,14.4811486906233,1.13022029997285,0.00863442746178903,0.0308393886244049,0.00566274116762716,0.000456026058631922,-0.0161864194437484,0.000851916812828865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.00249310949636683,101.793034327236,0.000130293159609121,0.000365823101979454,0.00169882235028815,0.00445251816587321,3.9784515159108,0.474926083688299,1.11525933350038,0.884991230268103,0.00186419443748434,0.0996341768980205,0.00183412678526685,0.550989726885492,0.00754447506890504,2.58180907040842,0.0208093209721874,0.00774208043136374,0.0276522129858459,0.00507751067175916,0.000408896877106268,-0.0145135924511346,0.00076387328690182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89665243765446,0.0022354527072568,91.2729723657605,0.00011682767917322,0.000328016176140193,0.00152325320152775,0.00399236126713098,3.5672882498315,0.425843630644799,1,0.793529543922714,0.00167153448663222,0.0893372275893058,0.00164457425297686,0.494046281734442,0.006764771961357,2.3149853965401,0.0186587283756459,0,0,0,0,0,0
"66","BL02_030","BL02",30,"BL","Breiter Luzin","BL1.030",13.46374,53.354081,2.18,5.38,NA,2005,2007.5,"intra","yes",NA,"measured",16.03,62.315,12.45,1.095,-32.5,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2255,5.13,208682,0.29,1,3.91,10.56,8167,1010.39,2347,1447,3.95,197.63,3.9,1056,16.2,5730,42.56,13.2593182276977,1.2219265954343,0.00710864745011087,0.0276341463414634,0.00552106430155211,0.000485587583148559,-0.0144124168514412,0.000731707317073171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.00227494456762749,92.5419068736142,0.00012860310421286,0.000443458980044346,0.00173392461197339,0.00468292682926829,3.62172949002217,0.448066518847007,1.04079822616408,0.641685144124169,0.00175166297117517,0.0876407982261641,0.00172949002217295,0.468292682926829,0.0071840354767184,2.5410199556541,0.0188736141906874,0.00682999573924159,0.0265509160630592,0.00530464422667235,0.000466553046442267,-0.0138474648487431,0.000703025138474648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96080102258202,0.00218576906689391,88.9143587558585,0.000123561994034938,0.000426075841499787,0.00166595654026417,0.00449936088623775,3.47976139752876,0.43050276949297,1,0.616531742650192,0.00168299957392416,0.0842053685556029,0.00166169578184917,0.449936088623775,0.00690242863229655,2.44141457179378,0.0181337878142309,0,0,0,0,0,0
"67","BL02_035","BL02",35,"BL","Breiter Luzin","BL1.035",13.46374,53.354081,1.22,5.99,0.57,2004,2006.1,"dated","yes",4,"measured",17.81,63.09,13.6,1.28,-32.7,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2027,4.73333333333333,204085,0.263333333333333,0.823333333333333,3.54,10.3133333333333,7638,906.053333333333,2215,1553,3.52,186.703333333333,3.62666666666667,990.333333333333,15.3766666666667,5574,39.7966666666667,12.3906731329615,1.27098481347234,0.00878638381845091,0.0311248149975333,0.0067094227923039,0.000631475086334484,-0.0161322150962013,0.000789343857918106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.00233514224634106,100.68327577701,0.000129912843282355,0.000406183193553692,0.00174642328564381,0.00508797895083046,3.76813024173656,0.446992271008058,1.09274790330538,0.766156882091761,0.00173655648741983,0.0921082058871896,0.00178917941128104,0.488570958723894,0.00758592336786713,2.7498766650222,0.0196332839993422,0.00804063205417607,0.0284830699774266,0.00613995485327314,0.000577878103837472,-0.0147629796839729,0.00072234762979684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.915124153498871,0.00213694507148232,92.13769751693,0.000118886380737397,0.00037170805116629,0.00159819413092551,0.0046561324303988,3.44830699774266,0.409053423626787,1,0.701128668171558,0.00158916478555305,0.0842904439428141,0.00163732129420617,0.447103085026336,0.00694206170052671,2.51647855530474,0.017966892400301,0,0,0,0,0,0
"68","BL02_040","BL02",40,"BL","Breiter Luzin","BL1.040",13.46374,53.354081,2.03,7.01,NA,2002,2004.7,"intra","yes",NA,"measured",19.59,61.445,11.6,1.085,-32.45,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1799,4.33666666666667,199488,0.236666666666667,0.646666666666667,3.17,10.0666666666667,7109,801.716666666667,2083,1659,3.09,175.776666666667,3.35333333333333,924.666666666667,14.5533333333333,5418,37.0333333333333,12.4679259066286,1.32734414203004,0.0108893829905503,0.0341550861589772,0.00644802668148972,0.000603112840466926,-0.0180377987770984,0.00100055586436909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.00241059848063739,110.888271261812,0.000131554567352233,0.000359458958680749,0.00176209005002779,0.00559570131554567,3.95163979988883,0.445645729108764,1.15786548082268,0.922178988326848,0.00171762090050028,0.0977079859181026,0.00186399851769502,0.513989253288864,0.00808967945154716,3.01167315175097,0.020585510468779,0.00940470475276044,0.029498319731157,0.00556889102256361,0.000520883341334614,-0.0155784925588094,0.00086413826212194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86365818530965,0.00208193310929749,95.7695631301008,0.000113618178908625,0.000310449671947512,0.00152184349495919,0.00483277324371899,3.41286605856937,0.384885581693071,1,0.796447431589054,0.001483437349976,0.0843863018082893,0.00160985757721235,0.443911025764122,0.00698671787485998,2.60105616898704,0.0177788446151384,0,0,0,0,0,0
